SCORES_TXT_BEGIN_0 0 10 9 BLEU
18 19 16 18 14 17 12 16 19 
17 19 15 18 13 17 11 16 19 
17 19 14 18 11 17 8 16 19 
17 19 14 18 11 17 9 16 19 
17 19 14 18 11 17 8 16 19 
18 19 14 18 12 17 10 16 19 
16 19 12 18 9 17 7 16 19 
19 20 16 19 13 18 11 17 19 
16 19 13 18 10 17 7 16 19 
16 19 13 18 10 17 8 16 19 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 2 9 BLEU
15 16 13 15 11 14 9 13 16 
16 16 15 15 14 14 13 13 16 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 4 9 BLEU
44 48 38 47 33 46 28 45 48 
43 48 36 47 29 46 23 45 48 
44 48 36 47 30 46 24 45 48 
44 48 38 47 33 46 28 45 48 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 100 9 BLEU
17 20 12 19 10 18 8 17 20 
18 20 13 19 10 18 8 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
17 20 11 19 7 18 4 17 20 
18 20 15 19 13 18 12 17 20 
18 20 13 19 10 18 8 17 20 
18 20 12 19 10 18 8 17 20 
17 20 12 19 10 18 8 17 20 
16 20 12 19 10 18 8 17 20 
18 20 13 19 10 18 8 17 20 
17 20 12 19 10 18 8 17 20 
17 20 12 19 10 18 8 17 20 
17 20 12 19 8 18 6 17 20 
19 21 15 20 12 19 9 18 20 
18 20 13 19 10 18 8 17 20 
17 20 13 19 10 18 8 17 20 
17 20 10 19 8 18 7 17 20 
18 20 12 19 10 18 8 17 20 
17 20 12 19 10 18 8 17 20 
17 20 11 19 7 18 4 17 20 
18 20 15 19 13 18 12 17 20 
17 20 12 19 10 18 8 17 20 
17 20 12 19 8 18 6 17 20 
17 20 12 19 10 18 8 17 20 
17 20 10 19 7 18 4 17 20 
18 20 14 19 13 18 12 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
17 20 11 19 7 18 4 17 20 
18 20 15 19 13 18 12 17 20 
18 20 12 19 9 18 7 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
18 20 12 19 10 18 8 17 20 
17 20 12 19 10 18 8 17 20 
18 20 11 19 8 18 7 17 20 
18 21 13 20 10 19 8 18 20 
17 20 12 19 10 18 9 17 20 
17 20 12 19 8 18 6 17 20 
18 20 12 19 8 18 6 17 20 
17 20 12 19 10 18 8 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
18 20 12 19 10 18 8 17 20 
16 20 10 19 5 18 3 17 20 
17 20 13 19 11 18 10 17 20 
18 21 13 20 9 19 5 18 20 
19 21 17 20 15 19 13 18 20 
17 20 11 19 7 18 4 17 20 
18 20 15 19 13 18 12 17 20 
16 20 8 19 5 18 3 17 20 
18 20 13 19 10 18 8 17 20 
18 20 12 19 9 18 7 17 20 
17 20 10 19 7 18 4 17 20 
16 20 10 19 7 18 4 17 20 
18 20 14 19 13 18 12 17 20 
17 20 14 19 13 18 12 17 20 
17 20 13 19 10 18 8 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
16 20 10 19 5 18 3 17 20 
17 20 13 19 11 18 10 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
17 20 12 19 10 18 8 17 20 
16 20 12 19 10 18 8 17 20 
19 21 14 20 10 19 8 18 20 
18 20 13 19 10 18 9 17 20 
18 20 12 19 10 18 8 17 20 
18 20 12 19 10 18 8 17 20 
17 20 12 19 10 18 8 17 20 
17 20 13 19 10 18 8 17 20 
17 20 10 19 6 18 3 17 20 
18 20 14 19 12 18 11 17 20 
16 20 12 19 10 18 8 17 20 
17 20 10 19 7 18 4 17 20 
18 20 14 19 13 18 12 17 20 
17 20 12 19 10 18 8 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
17 20 9 19 5 18 3 17 20 
17 21 12 20 10 19 8 18 20 
17 21 11 20 7 19 4 18 20 
18 21 15 20 13 19 12 18 20 
16 20 10 19 7 18 5 17 20 
17 20 12 19 10 18 8 17 20 
16 20 10 19 5 18 3 17 20 
17 20 13 19 11 18 10 17 20 
17 20 10 19 5 18 3 17 20 
18 20 14 19 11 18 10 17 20 
18 20 11 19 8 18 7 17 20 
18 20 12 19 10 18 8 17 20 
16 20 10 19 7 18 4 17 20 
17 20 14 19 13 18 12 17 20 
16 20 12 19 10 18 8 17 20 
18 20 10 19 8 18 7 17 20 
17 20 10 19 7 18 4 17 20 
18 20 14 19 13 18 12 17 20 
17 20 10 19 8 18 7 17 20 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 4 100 9 BLEU
11 13 8 12 6 11 4 10 13 
10 13 8 12 6 11 4 10 13 
11 13 8 12 6 11 4 10 13 
10 13 8 12 6 11 4 10 13 
10 13 8 12 6 11 4 10 13 
10 13 7 12 5 11 3 10 13 
10 13 8 12 6 11 4 10 13 
10 13 7 12 5 11 3 10 13 
10 13 7 12 5 11 3 10 13 
11 13 8 12 6 11 4 10 13 
11 13 7 12 5 11 3 10 13 
11 13 7 12 5 11 3 10 13 
11 13 6 12 5 11 4 10 13 
11 13 6 12 5 11 4 10 13 
11 13 8 12 4 11 2 10 13 
12 14 8 13 5 12 3 11 13 
10 13 8 12 6 11 4 10 13 
10 13 7 12 4 11 1 10 13 
10 13 7 12 4 11 2 10 13 
11 13 6 12 4 11 2 10 13 
11 13 8 12 4 11 2 10 13 
10 13 6 12 5 11 4 10 13 
11 13 8 12 6 11 4 10 13 
11 14 8 13 5 12 3 11 13 
10 13 5 12 4 11 3 10 13 
11 13 8 12 6 11 4 10 13 
10 13 7 12 4 11 2 10 13 
10 13 6 12 5 11 4 10 13 
10 13 6 12 4 11 2 10 13 
10 13 7 12 5 11 3 10 13 
12 14 8 13 5 12 3 11 13 
10 13 6 12 5 11 4 10 13 
10 13 7 12 5 11 3 10 13 
11 13 7 12 5 11 3 10 13 
