FEATURES_TXT_BEGIN_0 0 8 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-1.34855 0 0 -1.34796 0 0 0 -48.6156 -19 14 -47.6553 -65.9441 -1.37947 -2.92814 
-1.19178 0 0 -1.19119 0 0 0 -49.6376 -19 15 -50.9261 -66.5697 -3.68206 -5.12536 
-1.26429 0 0 -1.2637 0 0 0 -54.3583 -19 14 -46.4407 -64.7302 -0.868648 -2.41731 
-0.947384 0 0 -0.946793 0 0 0 -53.0582 -19 16 -54.4482 -63.752 -1.7731 -1.82953 
-1.57347 0 0 -1.57288 0 0 0 -53.0217 -19 13 -45.9679 -66.2219 -1.75417 -3.90897 
-1.48921 0 0 -1.48862 0 0 0 -56.5263 -19 13 -44.7533 -65.008 -1.24334 -3.39814 
-1.85878 0 0 -1.34796 0 0 0 -50.3267 -20 14 -55.2729 -65.9441 -10.2 -4.77396 
-1.10752 0 0 -1.10693 0 0 0 -55.3802 -19 15 -49.7116 -65.3558 -3.17123 -4.61454 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 2 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-1.45634 0 0 -1.4559 0 0 0 -34.5002 -16 8 -24.4727 -40.307 -0.847595 -0.689709 
-1.45634 0 0 -1.4559 0 0 0 -32.3879 -16 8 -26.9437 -42.9992 -0.847595 -1.8103 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 2 2 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-4.2307 0 0 -3.72017 0 0 0 -145.449 -48 40 -156.049 -200.208 -2.06524 -2.77711 
-4.2356 0 0 -3.72507 0 0 0 -148.169 -48 40 -153.578 -197.742 -3.26067 -3.97253 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 3 100 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-1.76684 0 0 -1.7659 0 0 0 -74.8271 -20 19 -61.3004 -62.6929 -2.60691 -2.60721 
-1.59249 0 0 -1.59154 0 0 0 -76.6971 -20 19 -61.7032 -63.0971 -1.91377 -1.91406 
-1.64069 0 0 -1.63974 0 0 0 -78.597 -20 19 -59.7573 -61.1522 -1.75962 -1.75992 
-2.02635 0 0 -2.02541 0 0 0 -76.9754 -20 19 -60.9839 -62.3828 -3.70553 -3.70583 
-1.46634 0 0 -1.46539 0 0 0 -80.467 -20 19 -60.1601 -61.5564 -1.06647 -1.06677 
-1.852 0 0 -1.85105 0 0 0 -78.8455 -20 19 -61.3867 -62.787 -3.01238 -3.01268 
-1.9002 0 0 -1.89926 0 0 0 -80.7454 -20 19 -59.4408 -60.8421 -2.85823 -2.85853 
-1.72585 0 0 -1.7249 0 0 0 -82.6154 -20 19 -59.8436 -61.2463 -2.16508 -2.16538 
-2.27708 0 0 -1.7659 0 0 0 -77.1524 -21 19 -68.9181 -62.6929 -11.4275 -4.45304 
-2.10272 0 0 -1.59154 0 0 0 -79.0225 -21 19 -69.3209 -63.0971 -10.7343 -3.75989 
-1.76596 0 -16.4019 -1.25507 0 -1.60944 -6 -70.1184 -20 19 -61.3004 -62.6929 -2.60691 -2.60721 
-2.15092 0 0 -1.63974 0 0 0 -80.9223 -21 19 -67.375 -61.1522 -10.5802 -3.60574 
-1.4098 -2.83321 -7.30317 -1.48944 -4.59512 -6.32972 -4 -71.5683 -20 18 -59.1902 -61.1522 -1.80781 -1.75992 
-1.59161 0 -16.4019 -1.25507 0 -1.94591 -6 -70.9467 -20 19 -61.7032 -63.0971 -1.91377 -1.91406 
-1.76625 0 -7.56801 -1.25477 0 -10.0148 -8 -70.1184 -20 19 -61.3004 -62.6929 -2.60691 -2.60721 
-2.27752 0 0 -3.37504 0 0 0 -79.1298 -21 19 -68.5892 -62.6929 -11.4175 -4.16536 
-1.59161 0 -10.4433 -1.25507 0 -1.94591 -6 -69.8174 -21 19 -69.3209 -63.0971 -10.7343 -3.75989 
-2.27293 0 0 -2.27199 0 0 0 -78.1387 -20 18 -63.8737 -69.7987 -5.36315 -6.71261 
-2.18219 0 0 -3.27986 0 0 0 -79.3985 -21 20 -69.9541 -62.6929 -11.4177 -4.16536 
